publishedAt,authorDisplayName,textDisplay,likeCount,Type,char_count,textDisplay_clean,textDisplay_casefolding,textDisplay_stopword,textDisplay_token,textDisplay_stemming
2024-12-07 11:05:51+00:00,@nadyaafnie5495,doa bayii yg kubesarkan dgn kuota akhirnyaaa ketemuu jugaaaaa wkwk,2,Non-Toxic,66,doa bayii yg kubesarkan dgn kuota akhirnyaaa ketemuu jugaaaaa wkwk,doa bayii yg kubesarkan dgn kuota akhirnyaaa ketemuu jugaaaaa wkwk,doa bayii yg kubesarkan dgn kuota akhirnyaaa ketemuu jugaaaaa wkwk,"['doa', 'bayii', 'yg', 'kubesarkan', 'dgn', 'kuota', 'akhirnyaaa', 'ketemuu', 'jugaaaaa', 'wkwk']","['doa', 'bayi', 'yg', 'besar', 'dgn', 'kuota', 'akhirnyaaa', 'ketemuu', 'jugaaaaa', 'wkwk']"
2024-12-07 11:04:11+00:00,@wongkampungdiaustralia,Wong Kampung di Australia Nyimak,0,Non-Toxic,32,Wong Kampung di Australia Nyimak,wong kampung di australia nyimak,kampung australia nyimak,"['kampung', 'australia', 'nyimak']","['kampung', 'australia', 'nyimak']"
2024-12-07 11:03:34+00:00,@rafabilqis9086,Lucu sekaliiiiu,3,Non-Toxic,15,Lucu sekaliiiiu,lucu sekaliiiiu,lucu sekaliiiiu,"['lucu', 'sekaliiiiu']","['lucu', 'sekaliiiiu']"
2024-12-07 11:02:21+00:00,@khairunnisakhairunnisa8994,lanjutttt,5,Non-Toxic,9,lanjutttt,lanjutttt,lanjutttt,['lanjutttt'],['lanjutttt']
2024-12-07 11:01:09+00:00,@SantoMuhawandi,Sayangâ¤,0,Non-Toxic,9,Sayang,sayang,sayang,['sayang'],['sayang']
2024-12-07 11:01:08+00:00,@FitriLestari-tn2gr,Kameranya terlalu silauwwwww,0,Toxic,28,Kameranya terlalu silauwwwww,kameranya terlalu silauwwwww,kameranya silauwwwww,"['kameranya', 'silauwwwww']","['kamera', 'silauwwwww']"
2024-12-07 11:00:59+00:00,@destrizahra7303,DURASINYA KURANG PANJANG ATUH LAH INIðŸ˜¢,0,Non-Toxic,41,DURASINYA KURANG PANJANG ATUH LAH INI,durasinya kurang panjang atuh lah ini,durasinya atuh,"['durasinya', 'atuh']","['durasi', 'atuh']"
2024-12-07 11:00:52+00:00,@afaromiii7879,tebakk umur penontonnnn,2,Non-Toxic,23,tebakk umur penontonnnn,tebakk umur penontonnnn,tebakk umur penontonnnn,"['tebakk', 'umur', 'penontonnnn']","['tebakk', 'umur', 'penontonnnn']"
2024-12-07 11:00:17+00:00,@SapaatulHolipah,AKHIRNYA KETEMU DUO BAYIK INIðŸ˜,2,Non-Toxic,33,AKHIRNYA KETEMU DUO BAYIK INI,akhirnya ketemu duo bayik ini,ketemu duo bayik,"['ketemu', 'duo', 'bayik']","['ketemu', 'duo', 'bayik']"
2024-12-07 11:00:08+00:00,@alongalfiah1464,"cuu amat duo bocil, abe bingung banyak bgt mainan ya bee ðŸ¤£ðŸ¤",13,Non-Toxic,65,cuu amat duo bocil abe bingung banyak bgt mainan ya bee ,cuu amat duo bocil abe bingung banyak bgt mainan ya bee ,cuu duo bocil abe bingung bgt mainan ya bee,"['cuu', 'duo', 'bocil', 'abe', 'bingung', 'bgt', 'mainan', 'ya', 'bee']","['cuu', 'duo', 'bocil', 'abe', 'bingung', 'bgt', 'main', 'ya', 'bee']"
2024-12-07 10:59:51+00:00,@pangsitbasah-d4c,Ini kalo sering ketemu pasti udah akrab banget merekaðŸ˜‚,127,Non-Toxic,57,Ini kalo sering ketemu pasti udah akrab banget mereka,ini kalo sering ketemu pasti udah akrab banget mereka,kalo ketemu udah akrab banget,"['kalo', 'ketemu', 'udah', 'akrab', 'banget']","['kalo', 'ketemu', 'udah', 'akrab', 'banget']"
2024-12-07 10:59:47+00:00,@Baradise-t9u,Abe soft bgt..azza nya mukul dino..abe nya terkejut bgt...muka nya panik..<br>Angkle bangga sm abe...abe terbaik..azza juga ðŸ¥°,454,Non-Toxic,128,Abe soft bgtazza nya mukul dinoabe nya terkejut bgtmuka nya panikbrAngkle bangga sm abeabe terbaikazza juga ,abe soft bgtazza nya mukul dinoabe nya terkejut bgtmuka nya panikbrangkle bangga sm abeabe terbaikazza juga ,abe soft bgtazza nya mukul dinoabe nya terkejut bgtmuka nya panikbrangkle bangga sm abeabe terbaikazza,"['abe', 'soft', 'bgtazza', 'nya', 'mukul', 'dinoabe', 'nya', 'terkejut', 'bgtmuka', 'nya', 'panikbrangkle', 'bangga', 'sm', 'abeabe', 'terbaikazza']","['abe', 'soft', 'bgtazza', 'nya', 'mukul', 'dinoabe', 'nya', 'kejut', 'bgtmuka', 'nya', 'panikbrangkle', 'bangga', 'sm', 'abeabe', 'terbaikazza']"
2024-12-07 11:06:17+00:00,@mrsdanerys8588,Iya lho kontrol emosi nya jg bagus banget mami and papi you doin good job,74,Non-Toxic,73,Iya lho kontrol emosi nya jg bagus banget mami and papi you doin good job,iya lho kontrol emosi nya jg bagus banget mami and papi you doin good job,iya lho kontrol emosi nya jg bagus banget mami and papi you doin good job,"['iya', 'lho', 'kontrol', 'emosi', 'nya', 'jg', 'bagus', 'banget', 'mami', 'and', 'papi', 'you', 'doin', 'good', 'job']","['iya', 'lho', 'kontrol', 'emosi', 'nya', 'jg', 'bagus', 'banget', 'mami', 'and', 'papi', 'you', 'doin', 'good', 'job']"
2024-12-07 11:20:47+00:00,@Baradise-t9u,@@mrsdanerys8588 sm juga kyak kmren..dia kena raket nyamuk dia terlihat panik..dia pikir dia di pukul sm sepupunya..kelihatan juga muka nya disitu panik..,41,Non-Toxic,154, sm juga kyak kmrendia kena raket nyamuk dia terlihat panikdia pikir dia di pukul sm sepupunyakelihatan juga muka nya disitu panik, sm juga kyak kmrendia kena raket nyamuk dia terlihat panikdia pikir dia di pukul sm sepupunyakelihatan juga muka nya disitu panik,sm kyak kmrendia kena raket nyamuk panikdia pikir sm sepupunyakelihatan muka nya disitu panik,"['sm', 'kyak', 'kmrendia', 'kena', 'raket', 'nyamuk', 'panikdia', 'pikir', 'sm', 'sepupunyakelihatan', 'muka', 'nya', 'disitu', 'panik']","['sm', 'kyak', 'kmrendia', 'kena', 'raket', 'nyamuk', 'panikdia', 'pikir', 'sm', 'sepupunyakelihatan', 'muka', 'nya', 'situ', 'panik']"
2024-12-07 13:27:33+00:00,@aiknowu2421,Mgkn kl Rayyanza sering gym n sparing gellut sm Rafathar jd gyny cowok bgt,19,Non-Toxic,74,Mgkn kl Rayyanza sering gym  sparing gellut sm Rafathar jd gyny cowok bgt,mgkn kl rayyanza sering gym  sparing gellut sm rafathar jd gyny cowok bgt,mgkn kl rayyanza gym sparing gellut sm rafathar jd gyny cowok bgt,"['mgkn', 'kl', 'rayyanza', 'gym', 'sparing', 'gellut', 'sm', 'rafathar', 'jd', 'gyny', 'cowok', 'bgt']","['mgkn', 'kl', 'rayyanza', 'gym', 'sparing', 'gellut', 'sm', 'rafathar', 'jd', 'gyny', 'cowok', 'bgt']"
2024-12-07 13:43:15+00:00,@yonagrace4620,"â€‹@@mrsdanerys8588Iya iih,, kek bangga bangett gitu sma sih bocil meteor..<br>Udah bbrpa kali liat videonya bareng anak&quot; kecil,, dia lbih bisa kontrol emosi ktk temen kecilnya kyak gangguin dia dgn sngaja ataupun tnpa sengaja..ðŸ¥°",24,Non-Toxic,237, iih kek bangga bangett gitu sma sih bocil meteorbrUdah bbrpa kali liat videonya bareng anakquot kecil dia lbih bisa kontrol emosi ktk temen kecilnya kyak gangguin dia dgn sngaja ataupun tnpa sengaja, iih kek bangga bangett gitu sma sih bocil meteorbrudah bbrpa kali liat videonya bareng anakquot kecil dia lbih bisa kontrol emosi ktk temen kecilnya kyak gangguin dia dgn sngaja ataupun tnpa sengaja,iih kek bangga bangett gitu sma sih bocil meteorbrudah bbrpa kali liat videonya bareng anakquot lbih kontrol emosi ktk temen kecilnya kyak gangguin dgn sngaja tnpa sengaja,"['iih', 'kek', 'bangga', 'bangett', 'gitu', 'sma', 'sih', 'bocil', 'meteorbrudah', 'bbrpa', 'kali', 'liat', 'videonya', 'bareng', 'anakquot', 'lbih', 'kontrol', 'emosi', 'ktk', 'temen', 'kecilnya', 'kyak', 'gangguin', 'dgn', 'sngaja', 'tnpa', 'sengaja']","['iih', 'kek', 'bangga', 'bangett', 'gitu', 'sma', 'sih', 'bocil', 'meteorbrudah', 'bbrpa', 'kali', 'liat', 'video', 'bareng', 'anakquot', 'lbih', 'kontrol', 'emosi', 'ktk', 'temen', 'kecil', 'kyak', 'gangguin', 'dgn', 'sngaja', 'tnpa', 'sengaja']"
2024-12-07 23:20:16+00:00,@mrsdanerys8588,@@Baradise-t9u ya khan keliatan banget dia nahan nafasnya naik turun tp masih bisa tnya ke mami nyaâ€¦cb kl itu kita bisa langsung tantrumðŸ¤£ðŸ¤£,7,Non-Toxic,146, ya khan keliatan banget dia nahan nafasnya naik turun tp masih bisa tnya ke mami nyacb kl itu kita bisa langsung tantrum, ya khan keliatan banget dia nahan nafasnya naik turun tp masih bisa tnya ke mami nyacb kl itu kita bisa langsung tantrum,ya khan keliatan banget nahan nafasnya turun tp tnya mami nyacb kl langsung tantrum,"['ya', 'khan', 'keliatan', 'banget', 'nahan', 'nafasnya', 'turun', 'tp', 'tnya', 'mami', 'nyacb', 'kl', 'langsung', 'tantrum']","['ya', 'khan', 'liat', 'banget', 'nahan', 'nafas', 'turun', 'tp', 'tnya', 'mami', 'nyacb', 'kl', 'langsung', 'tantrum']"
2024-12-07 10:58:34+00:00,@ellisadwiy,Gemeeccccc dua bayi aku ketemuuuu akhirnyaaaa,1,Non-Toxic,45,Gemeeccccc dua bayi aku ketemuuuu akhirnyaaaa,gemeeccccc dua bayi aku ketemuuuu akhirnyaaaa,gemeeccccc bayi ketemuuuu akhirnyaaaa,"['gemeeccccc', 'bayi', 'ketemuuuu', 'akhirnyaaaa']","['gemeeccccc', 'bayi', 'ketemuuuu', 'akhirnyaaaa']"
2024-12-07 10:58:13+00:00,@erinpustiyaningsih4754,Ga kuatt lucuuu bgttt,0,Non-Toxic,21,Ga kuatt lucuuu bgttt,ga kuatt lucuuu bgttt,ga kuatt lucuuu bgttt,"['ga', 'kuatt', 'lucuuu', 'bgttt']","['ga', 'kuatt', 'lucuuu', 'bgttt']"
2024-12-07 10:57:56+00:00,@chyntiadenabriputri4111,ksini gegara abeeeeeâ¤â¤â¤â¤â¤,1,Toxic,35,ksini gegara abeeeee,ksini gegara abeeeee,ksini gegara abeeeee,"['ksini', 'gegara', 'abeeeee']","['ksini', 'gegara', 'abeeeee']"
2024-12-07 10:57:54+00:00,@ghinaazizah1372,oi presiden dan wapres kitaa,0,Non-Toxic,28,oi presiden dan wapres kitaa,oi presiden dan wapres kitaa,oi presiden wapres kitaa,"['oi', 'presiden', 'wapres', 'kitaa']","['oi', 'presiden', 'wapres', 'kitaa']"
2024-12-07 10:57:37+00:00,@salmasalsabilla7627,gamau aku skip sedetikpunnnðŸ˜ðŸ˜ðŸ˜ðŸ˜,7,Non-Toxic,43,gamau aku skip sedetikpunnn,gamau aku skip sedetikpunnn,gamau skip sedetikpunnn,"['gamau', 'skip', 'sedetikpunnn']","['gamau', 'skip', 'sedetikpunnn']"
2024-12-07 10:56:54+00:00,@enisetya2236,"klo mau vlog ini trending, tolong klo reuploud jgn kepanjangan yaa apalgi sampe dibikin berpart2...",1,Non-Toxic,99,klo mau vlog ini trending tolong klo reuploud jgn kepanjangan yaa apalgi sampe dibikin ,klo mau vlog ini trending tolong klo reuploud jgn kepanjangan yaa apalgi sampe dibikin ,klo vlog trending tolong klo reuploud jgn kepanjangan yaa apalgi sampe dibikin,"['klo', 'vlog', 'trending', 'tolong', 'klo', 'reuploud', 'jgn', 'kepanjangan', 'yaa', 'apalgi', 'sampe', 'dibikin']","['klo', 'vlog', 'trending', 'tolong', 'klo', 'reuploud', 'jgn', 'panjang', 'yaa', 'apalgi', 'sampe', 'bikin']"
2024-12-07 10:56:28+00:00,@HildaMugniya,duo bocil ðŸ˜˜,0,Non-Toxic,14,duo bocil ,duo bocil ,duo bocil,"['duo', 'bocil']","['duo', 'bocil']"
2024-12-07 10:56:24+00:00,@isa-qs2ol,Lucu ajja lucu ajjaâ¤,5,Toxic,22,Lucu ajja lucu ajja,lucu ajja lucu ajja,lucu ajja lucu ajja,"['lucu', 'ajja', 'lucu', 'ajja']","['lucu', 'ajja', 'lucu', 'ajja']"
2024-12-07 10:56:02+00:00,@ilhamsaidbxgbmhfluyfmjcd1802,Gemessssâ¤,0,Non-Toxic,11,Gemessss,gemessss,gemessss,['gemessss'],['gemessss']
2024-12-07 10:55:49+00:00,@ustaniahtaniea6782,Ajaheee masih malu2,2,Non-Toxic,19,Ajaheee masih ,ajaheee masih ,ajaheee,['ajaheee'],['ajaheee']
2024-12-07 10:55:20+00:00,@ShantyErnawati,Aaaahhhh gumuzzzzzz banget duo bayik ini ðŸ¤ðŸ»ðŸ¥°,5,Non-Toxic,53,Aaaahhhh gumuzzzzzz banget duo bayik ini ,aaaahhhh gumuzzzzzz banget duo bayik ini ,aaaahhhh gumuzzzzzz banget duo bayik,"['aaaahhhh', 'gumuzzzzzz', 'banget', 'duo', 'bayik']","['aaaahhhh', 'gumuzzzzzz', 'banget', 'duo', 'bayik']"
2024-12-07 10:55:01+00:00,@indarp4,tinggal collab sama ritsuki niii,0,Non-Toxic,32,tinggal collab sama ritsuki niii,tinggal collab sama ritsuki niii,tinggal collab ritsuki niii,"['tinggal', 'collab', 'ritsuki', 'niii']","['tinggal', 'collab', 'ritsuki', 'niii']"
2024-12-07 10:54:46+00:00,@suciangelicha8370,"2 bocil 3 liter yg d tunggu2,,",1,Non-Toxic,30, bocil  liter yg  , bocil  liter yg  ,bocil liter yg,"['bocil', 'liter', 'yg']","['bocil', 'liter', 'yg']"
2024-12-07 10:54:19+00:00,@mariantidevy2010,Gemeees banget.,6,Non-Toxic,15,Gemeees banget,gemeees banget,gemeees banget,"['gemeees', 'banget']","['gemeees', 'banget']"
2024-12-07 10:54:13+00:00,@tidakada-zs2id,sebel banget di tiktok mulai ada yang nge hate,0,Non-Toxic,46,sebel banget di tiktok mulai ada yang nge hate,sebel banget di tiktok mulai ada yang nge hate,sebel banget tiktok nge hate,"['sebel', 'banget', 'tiktok', 'nge', 'hate']","['sebel', 'banget', 'tiktok', 'nge', 'hate']"
2024-12-07 10:53:38+00:00,@EnditaPutriFebriana-tf6ph,iii lucuuuuuðŸ¥¹â¤ï¸â¤ï¸,0,Non-Toxic,28,iii lucuuuuu,iii lucuuuuu,iii lucuuuuu,"['iii', 'lucuuuuu']","['iii', 'lucuuuuu']"
2024-12-07 10:53:28+00:00,@viviayu5434,Bro aja dan bro abeðŸ˜­ðŸ¤ðŸ»,0,Non-Toxic,31,Bro aja dan bro abe,bro aja dan bro abe,bro aja bro abe,"['bro', 'aja', 'bro', 'abe']","['bro', 'aja', 'bro', 'abe']"
2024-12-07 10:53:27+00:00,@akudebay,Aaaaaaaaaa akhirnyaaaaa yg netizen tunggu2â¤â¤,1,Non-Toxic,48,Aaaaaaaaaa akhirnyaaaaa yg netizen ,aaaaaaaaaa akhirnyaaaaa yg netizen ,aaaaaaaaaa akhirnyaaaaa yg netizen,"['aaaaaaaaaa', 'akhirnyaaaaa', 'yg', 'netizen']","['aaaaaaaaaa', 'akhirnyaaaaa', 'yg', 'netizen']"
2024-12-07 10:53:21+00:00,@adefatimah5245,Ibu sayang Azza amu bikin gemessss â¤â¤â¤,8,Non-Toxic,44,Ibu sayang Azza amu bikin gemessss ,ibu sayang azza amu bikin gemessss ,sayang azza amu bikin gemessss,"['sayang', 'azza', 'amu', 'bikin', 'gemessss']","['sayang', 'azza', 'amu', 'bikin', 'gemessss']"
2024-12-07 10:53:15+00:00,@defiananilasari9743,Papi mendadak jadi pendiem ðŸ˜…,0,Non-Toxic,31,Papi mendadak jadi pendiem ,papi mendadak jadi pendiem ,papi mendadak pendiem,"['papi', 'mendadak', 'pendiem']","['papi', 'dadak', 'pendiem']"
2024-12-07 10:53:15+00:00,@hikmamadani-nz5yg,Akhir yang ditunggu&quot; tiba<br>Duo Bayi penguasa FYP<br>TIKTOK<br>ðŸŽ‰ðŸŽ‰ðŸŽ‰,3,Non-Toxic,81,Akhir yang ditungguquot tibabrDuo Bayi penguasa FYPbrTIKTOKbr,akhir yang ditungguquot tibabrduo bayi penguasa fypbrtiktokbr,ditungguquot tibabrduo bayi penguasa fypbrtiktokbr,"['ditungguquot', 'tibabrduo', 'bayi', 'penguasa', 'fypbrtiktokbr']","['ditungguquot', 'tibabrduo', 'bayi', 'kuasa', 'fypbrtiktokbr']"
2024-12-07 10:52:29+00:00,@irarhow2267,akhirnyaaaaaaâ¤,0,Non-Toxic,16,akhirnyaaaaaa,akhirnyaaaaaa,akhirnyaaaaaa,['akhirnyaaaaaa'],['akhirnyaaaaaa']
2024-12-07 10:52:22+00:00,@andinurulfadiyah9599,LUCUUUU BGTTTðŸ¥°ðŸ¤ðŸ»,1,Non-Toxic,25,LUCUUUU BGTTT,lucuuuu bgttt,lucuuuu bgttt,"['lucuuuu', 'bgttt']","['lucuuuu', 'bgttt']"
2024-12-07 10:51:41+00:00,@rahmarahma9007,ihhhhh pinter&quot; Bgtttt,7,Non-Toxic,26,ihhhhh pinterquot Bgtttt,ihhhhh pinterquot bgtttt,ihhhhh pinterquot bgtttt,"['ihhhhh', 'pinterquot', 'bgtttt']","['ihhhhh', 'pinterquot', 'bgtttt']"
2024-12-07 10:51:41+00:00,@MuklaniMuklani-iq1pn,cipuuuuung,0,Non-Toxic,10,cipuuuuung,cipuuuuung,cipuuuuung,['cipuuuuung'],['cipuuuuung']
2024-12-07 10:50:50+00:00,@sophia_zpt3448,Abis ini ketemu ritsuki ya ajaaa..,2,Non-Toxic,34,Abis ini ketemu ritsuki ya ajaaa,abis ini ketemu ritsuki ya ajaaa,abis ketemu ritsuki ya ajaaa,"['abis', 'ketemu', 'ritsuki', 'ya', 'ajaaa']","['abis', 'ketemu', 'ritsuki', 'ya', 'ajaaa']"
2024-12-07 10:50:41+00:00,@shaaa7995,Ajja kok tiba2 takut emang ada apa Ja,0,Non-Toxic,37,Ajja kok  takut emang ada apa Ja,ajja kok  takut emang ada apa ja,ajja takut emang ja,"['ajja', 'takut', 'emang', 'ja']","['ajja', 'takut', 'emang', 'ja']"
2024-12-07 10:49:52+00:00,@DaraAr-k1r,BAYI BAYI KUUUðŸ˜»ðŸ˜»ðŸ˜»,1,Non-Toxic,26,BAYI BAYI KUUU,bayi bayi kuuu,bayi bayi kuuu,"['bayi', 'bayi', 'kuuu']","['bayi', 'bayi', 'kuuu']"
2024-12-07 10:49:47+00:00,@sellin.27,Bocillll meteorrr akuuuuuuâ¤â¤â¤,0,Non-Toxic,35,Bocillll meteorrr akuuuuuu,bocillll meteorrr akuuuuuu,bocillll meteorrr akuuuuuu,"['bocillll', 'meteorrr', 'akuuuuuu']","['bocillll', 'meteorrr', 'akuuuuuu']"
2024-12-07 10:48:39+00:00,@atikzuwanitaahwan8557,Salam dr Jepara Jawa Tengah Indonesia,4,Non-Toxic,37,Salam dr Jepara Jawa Tengah Indonesia,salam dr jepara jawa tengah indonesia,salam dr jepara jawa indonesia,"['salam', 'dr', 'jepara', 'jawa', 'indonesia']","['salam', 'dr', 'jepara', 'jawa', 'indonesia']"
2024-12-07 10:47:48+00:00,@chubita5520,wiiiii gercep â¤â¤,7,Non-Toxic,20,wiiiii gercep ,wiiiii gercep ,wiiiii gercep,"['wiiiii', 'gercep']","['wiiiii', 'gercep']"
2024-12-07 10:46:33+00:00,@peniastuti4399,Lha gitu masak anak bayi suruh bawa belanjaan,0,Toxic,45,Lha gitu masak anak bayi suruh bawa belanjaan,lha gitu masak anak bayi suruh bawa belanjaan,lha gitu masak anak bayi suruh bawa belanjaan,"['lha', 'gitu', 'masak', 'anak', 'bayi', 'suruh', 'bawa', 'belanjaan']","['lha', 'gitu', 'masak', 'anak', 'bayi', 'suruh', 'bawa', 'belanja']"
2024-12-07 10:46:30+00:00,@choiriyahwidiawulansari2272,"sus rini &quot;aduhhh matanya kok dilepas, nanti gabisa diliattt&quot; ngakak woiiiðŸ˜‚",1,Non-Toxic,87,sus rini quotaduhhh matanya kok dilepas nanti gabisa diliatttquot ngakak woiii,sus rini quotaduhhh matanya kok dilepas nanti gabisa diliatttquot ngakak woiii,sus rini quotaduhhh matanya dilepas gabisa diliatttquot ngakak woiii,"['sus', 'rini', 'quotaduhhh', 'matanya', 'dilepas', 'gabisa', 'diliatttquot', 'ngakak', 'woiii']","['sus', 'rini', 'quotaduhhh', 'mata', 'lepas', 'gabisa', 'diliatttquot', 'ngakak', 'woiii']"
2024-12-07 10:46:25+00:00,@rohmatunnazila7092,Yok trending donggg,1,Non-Toxic,19,Yok trending donggg,yok trending donggg,yok trending donggg,"['yok', 'trending', 'donggg']","['yok', 'trending', 'donggg']"
2024-12-07 10:46:20+00:00,@balqistlukita9913,Jangan pake emot klo mau trending,0,Non-Toxic,33,Jangan pake emot klo mau trending,jangan pake emot klo mau trending,pake emot klo trending,"['pake', 'emot', 'klo', 'trending']","['pake', 'emot', 'klo', 'trending']"
2024-12-07 10:44:20+00:00,@maesyahnuramelia20,bro aja dan bro abe akhirnya ketemuuuuuuuu,1,Non-Toxic,42,bro aja dan bro abe akhirnya ketemuuuuuuuu,bro aja dan bro abe akhirnya ketemuuuuuuuu,bro aja bro abe ketemuuuuuuuu,"['bro', 'aja', 'bro', 'abe', 'ketemuuuuuuuu']","['bro', 'aja', 'bro', 'abe', 'ketemuuuuuuuu']"
2024-12-07 10:44:14+00:00,@boyoh.Official,lucu sttus ðŸ˜‚,3,Non-Toxic,15,lucu sttus ,lucu sttus ,lucu sttus,"['lucu', 'sttus']","['lucu', 'sttus']"
2024-12-07 10:43:56+00:00,@retnonino9609,Cuuuu bangetâ¤,4,Non-Toxic,15,Cuuuu banget,cuuuu banget,cuuuu banget,"['cuuuu', 'banget']","['cuuuu', 'banget']"
2024-12-07 10:43:50+00:00,@jokohartono5249,Lucu Rayanzza &amp; Abe Cekut bertemu malah pada asyik main sendiri2ðŸ˜‚,53,Toxic,72,Lucu Rayanzza amp Abe Cekut bertemu malah pada asyik main ,lucu rayanzza amp abe cekut bertemu malah pada asyik main ,lucu rayanzza amp abe cekut bertemu asyik main,"['lucu', 'rayanzza', 'amp', 'abe', 'cekut', 'bertemu', 'asyik', 'main']","['lucu', 'rayanzza', 'amp', 'abe', 'cekut', 'temu', 'asyik', 'main']"
2024-12-07 10:43:04+00:00,@dinapuspitasari1063,DUA BAYI ONLINE KUUU,1,Non-Toxic,20,DUA BAYI ONLINE KUUU,dua bayi online kuuu,bayi online kuuu,"['bayi', 'online', 'kuuu']","['bayi', 'online', 'kuuu']"
2024-12-07 10:42:45+00:00,@nuramaliamartha1254,Trandingkannnn,1,Non-Toxic,14,Trandingkannnn,trandingkannnn,trandingkannnn,['trandingkannnn'],['trandingkannnn']
2024-12-07 10:42:41+00:00,@efalaela2085,"Ajjahe vlogmu ditunggu adekÂ² kaka2 tante2 bude2 bahkan Opa Oma, nak",67,Toxic,68,Ajjahe vlogmu ditunggu adek    bahkan Opa Oma nak,ajjahe vlogmu ditunggu adek    bahkan opa oma nak,ajjahe vlogmu ditunggu adek opa oma nak,"['ajjahe', 'vlogmu', 'ditunggu', 'adek', 'opa', 'oma', 'nak']","['ajjahe', 'vlogmu', 'tunggu', 'adek', 'opa', 'oma', 'nak']"
2024-12-07 10:41:25+00:00,@tyara8697,AKHIRNYA CAPRES DAN CAWAPRES BERTEMUUUðŸ˜ðŸ˜ðŸ˜ðŸ˜,1,Non-Toxic,54,AKHIRNYA CAPRES DAN CAWAPRES BERTEMUUU,akhirnya capres dan cawapres bertemuuu,capres cawapres bertemuuu,"['capres', 'cawapres', 'bertemuuu']","['capres', 'cawapres', 'bertemuuu']"
2024-12-07 10:41:17+00:00,@yarasaniaheidyfirstiaputri9553,duo comelllll,1,Non-Toxic,13,duo comelllll,duo comelllll,duo comelllll,"['duo', 'comelllll']","['duo', 'comelllll']"
2024-12-07 10:40:53+00:00,@ahmadanharrifqiasfari,menyala pres dan wapres,0,Non-Toxic,23,menyala pres dan wapres,menyala pres dan wapres,menyala pres wapres,"['menyala', 'pres', 'wapres']","['nyala', 'pres', 'wapres']"
2024-12-07 10:40:29+00:00,@syahlarahadatulaisyi-m6c,CUUUUU BANGETTTT,5,Non-Toxic,16,CUUUUU BANGETTTT,cuuuuu bangetttt,cuuuuu bangetttt,"['cuuuuu', 'bangetttt']","['cuuuuu', 'bangetttt']"
2024-12-07 10:39:54+00:00,@nendenvithaatmawijaya3464,Akhirnya duo bro ketemuâ¤,1,Non-Toxic,26,Akhirnya duo bro ketemu,akhirnya duo bro ketemu,duo bro ketemu,"['duo', 'bro', 'ketemu']","['duo', 'bro', 'ketemu']"
2024-12-07 10:39:42+00:00,@didiksuharto4906,Assalamualaikum kak ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰â¤â¤â¤â¤â¤,3,Non-Toxic,55,Assalamualaikum kak ,assalamualaikum kak ,assalamualaikum kak,"['assalamualaikum', 'kak']","['assalamualaikum', 'kak']"
2024-12-07 10:37:47+00:00,@syifaumniyati4145,AKHIRNYAAAAA,1,Non-Toxic,12,AKHIRNYAAAAA,akhirnyaaaaa,akhirnyaaaaa,['akhirnyaaaaa'],['akhirnyaaaaa']
2024-12-07 10:37:38+00:00,@SofyanYusan,Anak sekecil itu sudah punya mobill beneran wkwkwk,2,Non-Toxic,50,Anak sekecil itu sudah punya mobill beneran wkwkwk,anak sekecil itu sudah punya mobill beneran wkwkwk,anak mobill beneran wkwkwk,"['anak', 'mobill', 'beneran', 'wkwkwk']","['anak', 'mobill', 'beneran', 'wkwkwk']"
2024-12-07 10:37:37+00:00,@astrioktavia6364,PASTI TRANDING INI MAH,0,Non-Toxic,22,PASTI TRANDING INI MAH,pasti tranding ini mah,tranding mah,"['tranding', 'mah']","['tranding', 'mah']"
2024-12-07 10:37:24+00:00,@dianagustina4980,Yeayy akhirnya ketemuuu,1,Non-Toxic,23,Yeayy akhirnya ketemuuu,yeayy akhirnya ketemuuu,yeayy ketemuuu,"['yeayy', 'ketemuuu']","['yeayy', 'ketemuuu']"
2024-12-07 10:37:05+00:00,@nrafifahananda6063,beeeee kalem banget beee,11,Non-Toxic,24,beeeee kalem banget beee,beeeee kalem banget beee,beeeee kalem banget beee,"['beeeee', 'kalem', 'banget', 'beee']","['beeeee', 'kalem', 'banget', 'beee']"
2024-12-09 14:11:22+00:00,@novijaneeta946,Jaim dia ðŸ˜‚,0,Non-Toxic,13,Jaim dia ,jaim dia ,jaim,['jaim'],['jaim']
